"Fahrzeugmodell";"Marke";"Markenindikator";"Modellfamilie";"Markteinführung weltweit";"Modelljahr";"Entwicklungstyp";"Modellstatus";"Fahrzeugsegment";"Karosserieart";"Karosserieart-Spezifikation";"Antriebsart";"Fahrzeugprojekt";"Beschränkung";"UUID";"Schwestermodell";"Schwestermodell";"Modellausführung";"Basisfahrzeug"
"Nio ET7 (2022)";"Nio";"Premium";;"28.03.2022";"2022";"Neuentwicklung";"aktuell";"C (obere Mittelklasse)";"Sedan";"Liftback Standard";"BEV";;"Keine";"69ea7a65-9587-4413-bda9-9c40cd73968c";;;;
"Nissan 370Z (2009)";"Nissan";"Volume";"Nissan Z";"01.10.2008";"2009";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"Coupe";"Coupe Sport";"ICE";;"Keine";"8a73ea39-1f18-4906-b472-b09d8f5b5280";"Nissan Fairlady Z (2009)";;;
"Nissan 370Z (2013)";"Nissan";"Volume";"Nissan Z";"01.01.2012";"2013";"Facelift";"ausgelaufen";"B (Mittelklasse)";"Coupe";"Coupe Sport";"ICE";;"Keine";"6a111817-b1ec-452d-ba13-3619d17645fb";"Nissan Fairlady Z (2013)";;;
"Nissan 370Z Roadster (2010)";"Nissan";"Volume";"Nissan Z";"06.12.2009";"2010";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"Cabriolet/Roadster";"Roadster";"ICE";;"Keine";"59d3c756-be7b-42f9-99ba-5e397f00b7d6";"Nissan Fairlady Z Roadster (2010)";;;
"Nissan 370Z Roadster (2013)";"Nissan";"Volume";"Nissan Z";"01.01.2012";"2013";"Facelift";"ausgelaufen";"B (Mittelklasse)";"Cabriolet/Roadster";"Roadster";"ICE";;"Keine";"ff7fdc68-6f13-4058-b98d-eed733760e98";"Nissan Fairlady Z Roadster (2013)";;;
"Nissan Almera Sedan (2015)";"Nissan";"Volume";"Nissan Almera";"01.01.2015";"2015";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"51d56476-86d2-4284-99c3-99f1bc5d027a";"Nissan Latio (2016)|Nissan Sunny (2015)|Nissan Versa Sedan (2015)";;;
"Nissan Almera Sedan (2021)";"Nissan";"Volume";"Nissan Almera";"01.07.2020";"2021";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"520bc4c5-2cd6-454c-ba07-abe1eba301fe";"Nissan Sunny (2020)|Nissan Versa Sedan (2020)";;;
"Nissan Almera Sedan (2024)";"Nissan";"Volume";"Nissan Almera";"01.05.2023";"2024";"Facelift";"aktuell";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"0e3481b2-4eac-4fbf-84e5-3d7b9a4ac7bf";"Nissan Versa Sedan (2023)";;;
"Nissan Almera Sedan - ASEAN (2013)";"Nissan";"Volume";"Nissan Almera";"01.01.2012";"2013";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Sedan";"Sedan Standard";"ICE";;"Keine";"cc28e388-c25b-4dc2-8288-8e116f02ed5e";"Nissan Latio (2013)|Nissan Sunny (2012)|Nissan Versa Sedan (2012)|Renault Scala (2013)";;;
"Nissan Almera Sedan - RUS (2014)";"Nissan";"Volume";"Nissan Almera";"01.02.2013";"2014";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"ed55be5b-c349-4208-85e8-753705db5dca";"Nissan Bluebird Sylphy (2007)|Nissan Sylphy (2010)";;;
"Nissan Altima Coupe (2008)";"Nissan";"Volume";"Nissan Altima";"01.01.2008";"2008";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"Coupe";"Coupe Saloon";"ICE";;"Keine";"d4c3fb52-b037-4ed5-a194-d4963c802d00";;;;
"Nissan Altima Sedan (2003)";"Nissan";"Volume";"Nissan Altima";"01.01.2002";"2003";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"9c02f138-2e64-461d-9897-5f6103a496f7";;;;
"Nissan Altima Sedan (2007)";"Nissan";"Volume";"Nissan Altima";"01.06.2006";"2007";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"27c9404c-5d32-407e-a575-299a61627849";;;;
"Nissan Altima Sedan (2013)";"Nissan";"Volume";"Nissan Altima";"18.10.2012";"2013";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"f746bc4f-f398-4150-ab8b-47fb9f083526";;;;
"Nissan Altima Sedan (2016)";"Nissan";"Volume";"Nissan Altima";"01.11.2015";"2016";"Facelift";"ausgelaufen";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"6e727923-6aae-4230-a5f5-99c76bb6c9c3";;;;
"Nissan Altima Sedan (2019)";"Nissan";"Volume";"Nissan Altima";"01.09.2018";"2019";"Neuentwicklung";"aktuell";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"7cbc12fa-707a-449f-863a-6db9cdb43bb6";;;;
"Nissan Aprio (2005)";"Nissan";"Volume";"Nissan Aprio";"10.09.2004";"2005";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Sedan";;"ICE";;"Keine";"40645064-3504-454a-8c9e-d4a218d1b70d";"Mahindra Logan (2008)";"Dacia Logan (2005)|Renault Logan (2005)";;
"Nissan Ariya (2022)";"Nissan";"Volume";;"01.09.2021";"2022";"Neuentwicklung";"aktuell";"A (Kompaktklasse)";"SUV / CUV";"SUV Standard";"BEV";;"Keine";"f7ab99e7-0012-42b9-994f-6146868a91dd";"Renault Scenic E-Tech (2024)";;;
"Nissan Armada (2004)";"Nissan";"Volume";"Nissan Armada";"01.01.2003";"2004";"Neuentwicklung";"ausgelaufen";"C (obere Mittelklasse)";"SUV / CUV";"SUV Robust";"ICE";;"Keine";"587a1076-7fde-4cd4-a76f-df671f9fe30b";;;;
"Nissan Armada (2009)";"Nissan";"Volume";"Nissan Armada";"01.01.2008";"2009";"Facelift";"ausgelaufen";"C (obere Mittelklasse)";"SUV / CUV";"SUV Robust";"ICE";;"Keine";"8e808339-48e1-4f95-95f6-47390259af76";;;;
"Nissan Armada (2017)";"Nissan";"Volume";"Nissan Armada";"01.07.2016";"2017";"Neuentwicklung";"ausgelaufen";"C (obere Mittelklasse)";"SUV / CUV";"SUV Robust";"ICE";;"Keine";"1aa0eecb-79aa-4d79-b2ec-698736acb596";"Nissan Patrol (2011)|Nissan Patrol (2020)";;;
"Nissan Armada (2021)";"Nissan";"Volume";"Nissan Armada";"19.01.2021";"2021";"Facelift";"aktuell";"C (obere Mittelklasse)";"SUV / CUV";"SUV Robust";"ICE";;"Keine";"ffdf6831-5626-4b8b-88bb-567bbc340ad3";"Nissan Patrol (2020)";;;
"Nissan Bluebird Sylphy (2007)";"Nissan";"Volume";"Nissan Bluebird";"01.01.2006";"2007";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"45422af3-af5b-4a20-9129-7d7b5879a1ee";"Nissan Sylphy (2010)";"Nissan Almera Sedan - RUS (2014)";;
"Nissan Cima (2001)";"Nissan";"Volume";"Nissan Cima";"01.01.2001";"2001";"Neuentwicklung";"ausgelaufen";"D (Oberklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"538f36e2-6e31-4007-9f33-e3e080fd8539";;;;
"Nissan Cima (2013)";"Nissan";"Volume";"Nissan Cima";"01.01.2013";"2013";"Neuentwicklung";"ausgelaufen";"C (obere Mittelklasse)";"Sedan";"Sedan Standard";"HEV";;"Keine";"8a9f2675-4787-4ec8-a096-a8e734aa33e8";"Mitsubishi Proudia (2014)";"Infiniti M (2011)|Nissan Fuga (2010)";;
"Nissan Cube (2009)";"Nissan";"Volume";"Nissan Cube";"19.11.2008";"2009";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Hatchback";"Hatchback high";"ICE";;"Keine";"e31df322-956d-4bed-93d6-26e6eccc5e1f";;;;
"Nissan Dayz (2014)";"Nissan";"Volume";"Nissan Dayz";"01.06.2013";"2014";"Neuentwicklung";"ausgelaufen";"A00 (Kleinstwagen)";"Hatchback";"Hatchback high";"ICE";;"Keine";"ba09f752-0223-41e7-8883-ac77d7ccdcb7";;"Mitsubishi eK (2014)";;
"Nissan Dayz (2019)";"Nissan";"Volume";"Nissan Dayz";"14.03.2019";"2019";"Neuentwicklung";"aktuell";"A00 (Kleinstwagen)";"Hatchback";"Hatchback high";"ICE";;"Keine";"461d6ea5-d0f5-4d43-be4d-738107692381";;"Mitsubishi eK (2019)";"Nissan Dayz S-Hybrid (2020)";
"Nissan Dayz S-Hybrid (2020)";"Nissan";"Volume";"Nissan Dayz";"01.10.2019";"2020";"Neuentwicklung";"aktuell";"A00 (Kleinstwagen)";"Hatchback";"Hatchback high";"HEV";;"Keine";"6df6b3fe-6faf-4e93-9c5a-9b9025bacf8f";"Mitsubishi eK Hybrid (2020)";;;"Nissan Dayz (2019)"
"Nissan Dualis (2007)";"Nissan";"Volume";"Nissan Dualis";"01.01.2006";"2007";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"SUV / CUV";;"ICE";;"Keine";"b8397f4a-4d08-4728-b035-9fd653fd74c2";;"Nissan Qashqai (2007)";;
"Nissan Elgrand (2003)";"Nissan";"Volume";"Nissan Elgrand";"01.01.2002";"2003";"Neuentwicklung";"ausgelaufen";"C (obere Mittelklasse)";"MPV";"MPV long";"ICE";;"Keine";"f2637951-cac9-488b-ae54-c9c405f7835e";;;;
"Nissan Elgrand (2011)";"Nissan";"Volume";"Nissan Elgrand";"08.08.2010";"2011";"Neuentwicklung";"ausgelaufen";"C (obere Mittelklasse)";"MPV";"MPV long";"ICE";;"Keine";"6c8bdfba-476c-4d26-b117-949bbff94545";;;;
"Nissan Elgrand (2014)";"Nissan";"Volume";"Nissan Elgrand";"15.01.2014";"2014";"Facelift";"ausgelaufen";"C (obere Mittelklasse)";"MPV";"MPV long";"ICE";;"Keine";"e873a21b-4a8f-493f-b179-197f65b9da2f";;;;
"Nissan Elgrand (2021)";"Nissan";"Volume";"Nissan Elgrand";"12.10.2020";"2021";"Facelift";"aktuell";"C (obere Mittelklasse)";"MPV";"MPV long";"ICE";;"Keine";"1d9af922-2e34-42ea-b147-66b31200df33";;;;
"Nissan Fairlady Z (2009)";"Nissan";"Volume";"Nissan Fairlady Z";"01.01.2008";"2009";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"Coupe";"Coupe Sport";"ICE";;"Keine";"b5ec0b7c-d752-44f9-a84f-627ff2d0e252";;"Nissan 370Z (2009)";;
"Nissan Fairlady Z (2013)";"Nissan";"Volume";"Nissan Fairlady Z";"01.01.2012";"2013";"Facelift";"ausgelaufen";"B (Mittelklasse)";"Coupe";"Coupe Sport";"ICE";;"Keine";"9ddcd469-6c9d-4435-9584-9c7705d81a8a";;"Nissan 370Z (2013)";;
"Nissan Fairlady Z Roadster (2010)";"Nissan";"Volume";"Nissan Fairlady Z";"15.10.2009";"2010";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"Cabriolet/Roadster";;"ICE";;"Keine";"afd88447-6d20-4436-8254-11a384a9b6f8";;"Nissan 370Z Roadster (2010)";;
"Nissan Fairlady Z Roadster (2013)";"Nissan";"Volume";"Nissan Fairlady Z";"01.01.2012";"2013";"Facelift";"ausgelaufen";"B (Mittelklasse)";"Cabriolet/Roadster";"Roadster";"ICE";;"Keine";"271ecbd0-fbdf-4b42-94ed-fc398ff49b2a";;"Nissan 370Z Roadster (2013)";;
"Nissan Frontier (2005)";"Nissan";"Volume";"Nissan Frontier";"01.01.2005";"2005";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"Pickup";"Pickup standard";"ICE";;"Keine";"b61bbd71-3023-423a-aedd-20cf14020df3";"Nissan Navara (2005)";;;
"Nissan Frontier (2022)";"Nissan";"Volume";"Nissan Frontier";"01.07.2021";"2022";"Neuentwicklung";"aktuell";"B (Mittelklasse)";"Pickup";"Pickup standard";"ICE";;"Keine";"8b0b8fd2-b384-4471-9505-c0df465baa49";;"Nissan Navara (2021)";;
"Nissan Fuga (2010)";"Nissan";"Volume";"Nissan Fuga";"01.11.2009";"2010";"Neuentwicklung";"ausgelaufen";"C (obere Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"d9267eef-22b8-4054-aee0-100023b7a719";"Mitsubishi Proudia (2014)|Nissan Cima (2013)";"Infiniti M (2011)";;
"Nissan Geniss (2007)";"Nissan";"Volume";;"06.07.2006";"2007";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"MPV";;"ICE";;"Keine";"9597e9ba-0a57-4a2d-b12d-356f5e5a9bb6";;;;
"Nissan GT-R (2008)";"Nissan";"Volume";"Nissan GT-R";"01.10.2007";"2008";"Neuentwicklung";"ausgelaufen";"D (Oberklasse)";"Coupe";"Coupe Sport";"ICE";;"Keine";"6dbb6fdc-6b22-43a2-b54a-260a5cb1fad9";;;;
"Nissan GT-R (2011)";"Nissan";"Volume";"Nissan GT-R";"01.01.2011";"2011";"Facelift";"ausgelaufen";"D (Oberklasse)";"Coupe";"Coupe Sport";"ICE";;"Keine";"7f01f6b4-f21f-4c4d-abfa-1cc25d40ba07";;;;
"Nissan GT-R (2017)";"Nissan";"Volume";"Nissan GT-R";"01.08.2016";"2017";"Facelift";"aktuell";"D (Oberklasse)";"Coupe";"Coupe Sport";"ICE";;"Keine";"ebdb6812-98f6-44b5-b7ef-8157d717ccae";;;;
"Nissan Juke (2011)";"Nissan";"Volume";"Nissan Juke";"10.06.2010";"2011";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"SUV / CUV";"CUV";"ICE";;"Keine";"e650b9a3-2af1-483e-a70e-cacb5959be94";;;;
"Nissan Juke (2015)";"Nissan";"Volume";"Nissan Juke";"09.05.2014";"2015";"Facelift";"ausgelaufen";"A0 (Kleinwagen)";"SUV / CUV";"CUV";"ICE";;"Keine";"b6443f76-6796-459e-ac49-c9f46a58dc6e";;"Infiniti ESQ (2015)";;
"Nissan Juke (2020)";"Nissan";"Volume";"Nissan Juke";"11.10.2019";"2020";"Neuentwicklung";"aktuell";"A0 (Kleinwagen)";"SUV / CUV";"CUV";"ICE";;"Keine";"58750bf0-e766-47f3-989f-be3f371c841b";;;;
"Nissan Kicks (2017)";"Nissan";"Volume";"Nissan Kicks";"01.08.2016";"2017";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"e9d95758-c5b1-4197-87c3-a38bccccc228";;;;
"Nissan Kicks (2021)";"Nissan";"Volume";"Nissan Kicks";"01.02.2021";"2021";"Facelift";"aktuell";"A0 (Kleinwagen)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"a6fa06b9-3db6-4fc2-80a6-53adea3cd3d0";;;"Nissan Kicks e-Power (2021)";
"Nissan Kicks - IN (2019)";"Nissan";"Volume";"Nissan Kicks";"01.01.2019";"2019";"Neuentwicklung";"aktuell";"A0 (Kleinwagen)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"c36a3fc1-b9e2-43ce-a92c-76db6c533567";;;;
"Nissan Kicks e-Power (2021)";"Nissan";"Volume";"Nissan Kicks";"24.06.2020";"2021";"Neuentwicklung";"aktuell";"A0 (Kleinwagen)";"SUV / CUV";"SUV Standard";"PHEV";;"Keine";"7e3d7b06-bfbd-4b4a-bc52-efa81b647a1f";;;;"Nissan Kicks (2021)"
"Nissan Kix (1995)";"Nissan";"Volume";;"01.12.1994";"1995";"Neuentwicklung";"ausgelaufen";"A00 (Kleinstwagen)";"SUV / CUV";"SUV Robust";"ICE";;"Keine";"644b1174-ab68-4eca-9372-fdf07ae0c385";;"Mitsubishi Pajero Mini (1995)";;
"Nissan Kubistar (2009)";"Nissan";"Volume";;"30.09.2008";"2009";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"City Van";;"ICE";;"Keine";"2d4872fd-0736-48e4-98d8-661dea222a1d";"Renault Kangoo (2009)";;;
"Nissan Lafesta (2005)";"Nissan";"Volume";;"01.01.2004";"2005";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"MPV";"MPV long";"ICE";;"Keine";"fc930c4e-7f4d-4f07-af4e-e5fbd5d4062d";;;;
"Nissan Lafesta Highway Star (2012)";"Nissan";"Volume";;"15.06.2011";"2012";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"MPV";"MPV long";"ICE";;"Keine";"96721df1-ae64-4128-bfe2-cc15c623ccc3";;"Mazda 5 (2011)|Mazda Premacy (2011)";;
"Nissan Lannia (2016)";"Nissan";"Volume";"Nissan Lannia";"27.10.2015";"2016";"Neuentwicklung";"aktuell";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"df3356d3-070c-4fe5-b83c-e56149fb0c10";;;;
"Nissan Latio (2006)";"Nissan";"Volume";"Nissan Latio";"01.01.2005";"2006";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"785a1c0b-faf5-447b-b2b1-1825ac82fc4c";;"Nissan Tiida Stufenheck (2006)|Nissan Versa Sedan (2006)";;
"Nissan Latio (2013)";"Nissan";"Volume";"Nissan Latio";"05.10.2012";"2013";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"6d9aa47b-7ab7-4b6f-ab8b-9c4564f9d85b";;"Nissan Almera Sedan - ASEAN (2013)|Nissan Sunny (2012)|Nissan Versa Sedan (2012)|Renault Scala (2013)";;
"Nissan Latio (2016)";"Nissan";"Volume";"Nissan Latio";"01.11.2015";"2016";"Facelift";"ausgelaufen";"A (Kompaktklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"b46f1771-5b95-4fbc-ad07-4a4e7bffeb19";;"Nissan Almera Sedan (2015)|Nissan Sunny (2015)|Nissan Versa Sedan (2015)";;
"Nissan Leaf (2010)";"Nissan";"Volume";"Nissan Leaf";"01.01.2010";"2010";"Neuentwicklung";"ausgelaufen";"A (Kompaktklasse)";"Hatchback";"Hatchback standard";"BEV";;"Keine";"8643ed34-688c-462d-b987-fb0ab121a67b";"Venucia E30 (2015)";;;
"Nissan Leaf (2018)";"Nissan";"Volume";"Nissan Leaf";"01.01.2018";"2018";"Neuentwicklung";"aktuell";"A (Kompaktklasse)";"Hatchback";"Hatchback standard";"BEV";;"Keine";"e4b5accd-00b8-4570-a15a-1725337e1bc6";;;;
"Nissan Livina (2009)";"Nissan";"Volume";"Nissan Livina";"07.04.2008";"2009";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"MPV";"MPV compact";"ICE";;"Keine";"212a1743-e524-48fd-a9f0-00214bddb354";;;;
"Nissan Livina (2014)";"Nissan";"Volume";"Nissan Livina";"12.04.2013";"2014";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"MPV";"MPV compact";"ICE";;"Keine";"b5bb75bc-66c0-4cf0-bd87-62a63e41a413";;;;
"Nissan Livina (2020)";"Nissan";"Volume";"Nissan Livina";"01.07.2019";"2020";"Neuentwicklung";"aktuell";"A0 (Kleinwagen)";"MPV";"MPV compact";"ICE";;"Keine";"5bda9db9-2310-48fa-a2c6-7048a7ed6d14";"Mitsubishi Xpander (2018)";;;
"Nissan Magnite (2021)";"Nissan";"Volume";;"02.12.2020";"2021";"Neuentwicklung";"aktuell";"A00 (Kleinstwagen)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"80b3d8f3-c83b-4a86-9129-2844b5852edd";;;;
"Nissan March (2003)";"Nissan";"Volume";"Nissan March";"01.09.2002";"2003";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Hatchback";"Hatchback high";"ICE";;"Keine";"09d6f693-6e3c-4e15-a583-ddf29a770f81";;"Nissan Micra (2003)";;
"Nissan March (2011)";"Nissan";"Volume";"Nissan March";"03.09.2010";"2011";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Hatchback";"Hatchback high";"ICE";;"Keine";"e405925d-d215-4bf2-8979-792e0c60e676";;"Nissan Micra (2011)|Renault Pulse (2011)";;
"Nissan March (2014)";"Nissan";"Volume";"Nissan March";"01.01.2014";"2014";"Facelift";"ausgelaufen";"A0 (Kleinwagen)";"Hatchback";"Hatchback high";"ICE";;"Keine";"c71d2f82-a212-4fc7-a6c0-027bc07b9896";;"Nissan Micra (2014)";;
"Nissan Maxima (2009)";"Nissan";"Volume";"Nissan Maxima";"01.06.2008";"2009";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"199a2675-976e-45f1-b608-519a87a5935c";;"Nissan Teana (2009)";;
"Nissan Maxima (2016)";"Nissan";"Volume";"Nissan Maxima";"01.07.2015";"2016";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"61d31b7a-895a-4979-bd8b-9a8dbc216a8d";;;;
"Nissan Maxima (2019)";"Nissan";"Volume";"Nissan Maxima";"01.12.2018";"2019";"Facelift";"aktuell";"B (Mittelklasse)";"Sedan";"Sedan Standard";"ICE";;"Keine";"3bb8a320-2454-4aad-b82e-73506052b4c4";;;;
"Nissan Micra (2003)";"Nissan";"Volume";"Nissan Micra";"01.09.2002";"2003";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Hatchback";"Hatchback high";"ICE";;"Keine";"f8b8cd11-ee2c-4918-8452-440968e11243";"Nissan March (2003)";;;
"Nissan Micra (2006)";"Nissan";"Volume";"Nissan Micra";"01.01.2005";"2006";"Facelift";"ausgelaufen";"A0 (Kleinwagen)";"Hatchback";"Hatchback high";"ICE";;"Keine";"1a21266e-18eb-4d33-be55-9ccbc2ef1be9";;;;
"Nissan Micra (2011)";"Nissan";"Volume";"Nissan Micra";"22.07.2010";"2011";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Hatchback";"Hatchback high";"ICE";;"Keine";"ace9316f-d075-4dbb-8d64-04cb4078c010";"Nissan March (2011)";"Renault Pulse (2011)";;
"Nissan Micra (2014)";"Nissan";"Volume";"Nissan Micra";"22.09.2013";"2014";"Facelift";"ausgelaufen";"A0 (Kleinwagen)";"Hatchback";"Hatchback high";"ICE";;"Keine";"641897bf-b818-4a37-a2c3-4fd85d21b867";"Nissan March (2014)";;;
"Nissan Micra (2017)";"Nissan";"Volume";"Nissan Micra";"01.03.2017";"2017";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Hatchback";"Hatchback high";"ICE";;"Keine";"cdfd7845-249f-4c99-88d5-9ba9d25c53c9";;;;
"Nissan Micra (2021)";"Nissan";"Volume";"Nissan Micra";"01.01.2022";"2021";"Facelift";"aktuell";"A0 (Kleinwagen)";"Hatchback";"Hatchback high";"ICE";;"Keine";"89c5d476-17a3-4ee1-88a4-04f1a162386c";;;;
"Nissan Micra CC (2006)";"Nissan";"Volume";"Nissan Micra";"15.06.2005";"2006";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"Cabriolet/Roadster";;"ICE";;"Keine";"cc2f85fb-da2a-4ceb-904d-ed10f51b2fc5";;;;
"Nissan Moco (2006)";"Nissan";"Volume";"Nissan Moco";"01.01.2005";"2006";"Neuentwicklung";"ausgelaufen";"A00 (Kleinstwagen)";"MPV";"Hatchback standard";"ICE";;"Keine";"5ce83e14-9f5f-4f2f-b027-d8ebd0f8f9cd";"Maruti Suzuki Estilo (2007)|Suzuki Karimun Estilo (2008)|Suzuki MR Wagon (2006)";;;
"Nissan Moco (2011)";"Nissan";"Volume";"Nissan Moco";"20.01.2011";"2011";"Neuentwicklung";"ausgelaufen";"A00 (Kleinstwagen)";"Hatchback";"Hatchback standard";"ICE";;"Keine";"cc51763d-a5e9-4fe2-8007-8619e14760a8";;"Suzuki MR Wagon (2011)";;
"Nissan Murano (2004)";"Nissan";"Volume";"Nissan Murano";"01.01.2003";"2004";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"197a6b14-e5af-4656-b1a2-f032500f3150";;;;
"Nissan Murano (2009)";"Nissan";"Volume";"Nissan Murano";"02.10.2008";"2009";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"dabdffce-cc47-4768-a1f4-d4f1e0f70fee";;;;
"Nissan Murano (2012)";"Nissan";"Volume";"Nissan Murano";"01.12.2011";"2012";"Facelift";"ausgelaufen";"B (Mittelklasse)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"c43680cc-821a-4230-9850-436e75572d8e";;;;
"Nissan Murano (2015)";"Nissan";"Volume";"Nissan Murano";"01.11.2014";"2015";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"c8852506-6983-42f9-8b1c-c73f550f782d";;;;
"Nissan Murano (2019)";"Nissan";"Volume";"Nissan Murano";"01.12.2018";"2019";"Facelift";"aktuell";"B (Mittelklasse)";"SUV / CUV";"SUV Standard";"ICE";;"Keine";"678f0691-77cf-4af7-901d-62b8e7361238";;;;
"Nissan Murano CrossCabriolet (2011)";"Nissan";"Volume";"Nissan Murano";"01.01.2011";"2011";"Neuentwicklung";"ausgelaufen";"C (obere Mittelklasse)";"Cabriolet/Roadster";"Cabriolet";"ICE";;"Keine";"9d480ab0-7e51-4267-903c-947d500b296f";;;;
"Nissan Navara (2005)";"Nissan";"Volume";"Nissan Navara";"01.03.2005";"2005";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"Pickup";"Pickup standard";"ICE";;"Keine";"cf4a5aa5-595d-4d77-98d9-02b1ea30a6f3";;"Nissan Frontier (2005)";;
"Nissan Navara (2015)";"Nissan";"Volume";"Nissan Navara";"01.01.2015";"2015";"Neuentwicklung";"ausgelaufen";"B (Mittelklasse)";"Pickup";"Pickup standard";"ICE";;"Keine";"c48c9868-6ad5-4a2c-b6bf-8ed02693d7b4";"Dongfeng Rich (2015)|Mercedes-Benz X-Klasse (2018)|Nissan NP300 Frontier (2016)|Nissan NP300 Navara (2016)|Renault Alaskan (2017)";;;
"Nissan Navara (2021)";"Nissan";"Volume";"Nissan Navara";"01.12.2020";"2021";"Facelift";"aktuell";"B (Mittelklasse)";"Pickup";"Pickup standard";"ICE";;"Keine";"ff1b9d5f-e813-4455-bb4d-a68a59cee8fa";"Nissan Frontier (2022)";"Nissan Ruiqi 7 (2023)";;
"Nissan Note (2006)";"Nissan";"Volume";"Nissan Note";"03.09.2005";"2006";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"MPV";"MPV compact";"ICE";;"Keine";"4856b3d9-746a-475f-a540-8f97ce2f61fc";;;;
"Nissan Note (2009)";"Nissan";"Volume";"Nissan Note";"01.09.2008";"2009";"Facelift";"ausgelaufen";"A0 (Kleinwagen)";"MPV";"MPV compact";"ICE";;"Keine";"075ac805-cf25-42e9-a95b-b3ccc806c3b1";;;;
"Nissan Note (2013)";"Nissan";"Volume";"Nissan Note";"03.09.2012";"2013";"Neuentwicklung";"ausgelaufen";"A0 (Kleinwagen)";"MPV";"MPV compact";"ICE";;"Keine";"bfa99ddb-1d34-490f-89e0-5c5a229728d0";"Nissan Versa Note (2012)";;"Nissan Note E-Power (2017)";
